"","dates","machineID","volt","rotate","pressure","vibration","dates.errors","type1s","type2s","type3s","type4s","type5s","dates.failures","comp1s","comp2s","comp3s","comp4s"
"727","2015-07-31 07:00:00","1","167.486","360.2857","102.9035","48.16086","2015-07-31 07:00:00","1","0","0","0","0","2015-07-31 07:00:00","0","0","0","0"
"728","2015-07-31 08:00:00","1","163.7934","501.3132","91.45397","28.86456","2015-07-31 08:00:00","0","0","1","0","0","2015-07-31 08:00:00","0","0","0","0"
"729","2015-07-31 09:00:00","1","146.7885","459.4544","82.90078","24.16957","2015-07-31 09:00:00","0","0","0","1","0","2015-07-31 09:00:00","0","0","0","0"
"730","2015-07-31 10:00:00","1","192.6179","498.991","102.32392","42.37837","2015-07-31 10:00:00","0","0","1","0","0","2015-07-31 10:00:00","0","0","0","0"
"731","2015-07-31 11:00:00","1","174.1251","451.1446","102.73081","41.98488","2015-07-31 11:00:00","0","0","0","0","0","2015-07-31 11:00:00","0","0","0","0"
"732","2015-07-31 12:00:00","1","174.151","434.0137","109.54404","42.31797","2015-07-31 12:00:00","1","2","0","0","0","2015-07-31 12:00:00","0","0","0","0"
"733","2015-07-31 13:00:00","1","160.9771","420.9001","90.28995","46.45383","2015-07-31 13:00:00","0","0","0","0","0","2015-07-31 13:00:00","0","0","0","0"
"734","2015-07-31 14:00:00","1","168.6875","489.0817","97.78665","33.50095","2015-07-31 14:00:00","0","2","0","0","0","2015-07-31 14:00:00","0","0","0","0"
"735","2015-07-31 15:00:00","1","157.7993","477.4987","110.43192","43.84865","2015-07-31 15:00:00","0","0","0","0","0","2015-07-31 15:00:00","0","0","0","0"
"736","2015-07-31 16:00:00","1","184.0793","461.3871","91.88426","40.34661","2015-07-31 16:00:00","0","0","0","1","0","2015-07-31 16:00:00","0","0","0","0"
"737","2015-07-31 17:00:00","1","173.035","527.417","92.43874","36.96684","2015-07-31 17:00:00","0","0","0","0","0","2015-07-31 17:00:00","0","0","0","0"
"738","2015-07-31 18:00:00","1","188.1497","490.5369","107.36075","38.99723","2015-07-31 18:00:00","0","0","0","0","0","2015-07-31 18:00:00","0","0","0","0"
"739","2015-07-31 19:00:00","1","181.066","494.642","84.00406","46.72355","2015-07-31 19:00:00","0","1","0","0","0","2015-07-31 19:00:00","0","0","0","0"
"740","2015-07-31 20:00:00","1","176.9616","431.6362","100.03055","36.64977","2015-07-31 20:00:00","0","0","0","0","0","2015-07-31 20:00:00","0","0","0","0"
"741","2015-07-31 21:00:00","1","145.829","442.6375","87.65009","32.96244","2015-07-31 21:00:00","0","0","0","0","0","2015-07-31 21:00:00","0","0","0","0"
"742","2015-07-31 22:00:00","1","186.4306","500.6182","90.99281","30.07347","2015-07-31 22:00:00","0","0","0","0","0","2015-07-31 22:00:00","0","0","0","0"
"743","2015-07-31 23:00:00","1","155.27","385.269","111.94908","39.24742","2015-07-31 23:00:00","1","0","0","0","0","2015-07-31 23:00:00","0","0","0","0"
"744","2015-08-01 00:00:00","1","170.6244","519.4792","97.82763","26.87382","2015-08-01 00:00:00","0","0","0","0","0","2015-08-01 00:00:00","0","0","0","0"
"745","2015-08-01 01:00:00","1","205.4341","477.4062","85.17824","33.70635","2015-08-01 01:00:00","0","0","0","0","0","2015-08-01 01:00:00","0","0","0","0"
"746","2015-08-01 02:00:00","1","197.1502","480.1177","109.74451","43.73974","2015-08-01 02:00:00","0","0","1","0","0","2015-08-01 02:00:00","0","0","0","0"
"747","2015-08-01 03:00:00","1","219.4249","408.5461","108.193","42.61335","2015-08-01 03:00:00","0","0","0","0","0","2015-08-01 03:00:00","0","0","0","0"
"748","2015-08-01 04:00:00","1","163.5706","544.6133","112.77835","44.96273","2015-08-01 04:00:00","0","0","0","0","0","2015-08-01 04:00:00","0","0","0","0"
"749","2015-08-01 05:00:00","1","174.4172","367.3363","111.19496","39.75922","2015-08-01 05:00:00","0","0","0","0","0","2015-08-01 05:00:00","0","0","0","0"
"750","2015-08-01 06:00:00","1","147.2991","493.1729","131.41265","54.57654","2015-08-01 06:00:00","4","5","5","2","3","2015-08-01 06:00:00","5","4","2","2"
"751","2015-08-01 07:00:00","1","149.3907","425.9102","135.81488","46.57387","2015-08-01 07:00:00","0","0","0","0","0","2015-08-01 07:00:00","0","0","0","0"
"752","2015-08-01 08:00:00","1","171.6416","478.9461","115.0469","50.58243","2015-08-01 08:00:00","0","0","0","0","0","2015-08-01 08:00:00","0","0","0","0"
"753","2015-08-01 09:00:00","1","175.2293","459.8389","115.21432","51.80563","2015-08-01 09:00:00","0","0","0","0","0","2015-08-01 09:00:00","0","0","0","0"
"754","2015-08-01 10:00:00","1","195.023","365.0124","116.7563","40.25395","2015-08-01 10:00:00","0","0","0","0","0","2015-08-01 10:00:00","0","0","0","0"
"755","2015-08-01 11:00:00","1","182.7021","456.7311","137.70886","42.29545","2015-08-01 11:00:00","0","0","0","0","1","2015-08-01 11:00:00","0","0","0","0"
"756","2015-08-01 12:00:00","1","190.1065","312.7256","114.0447","42.39865","2015-08-01 12:00:00","0","0","0","0","0","2015-08-01 12:00:00","0","0","0","0"
"757","2015-08-01 13:00:00","1","167.8491","490.9427","123.21934","54.65651","2015-08-01 13:00:00","0","0","0","1","0","2015-08-01 13:00:00","0","0","0","0"
"758","2015-08-01 14:00:00","1","197.6464","386.7878","125.63349","43.80224","2015-08-01 14:00:00","0","0","0","0","0","2015-08-01 14:00:00","0","0","0","0"
"759","2015-08-01 15:00:00","1","159.9305","469.3531","118.91155","45.52574","2015-08-01 15:00:00","0","0","0","0","0","2015-08-01 15:00:00","0","0","0","0"
"760","2015-08-01 16:00:00","1","142.1398","370.7343","120.63607","44.77249","2015-08-01 16:00:00","0","0","0","0","0","2015-08-01 16:00:00","0","0","0","0"
"761","2015-08-01 17:00:00","1","199.8956","461.7383","117.68584","46.06651","2015-08-01 17:00:00","0","0","0","1","0","2015-08-01 17:00:00","0","0","0","0"
"762","2015-08-01 18:00:00","1","137.4402","440.6256","115.59273","55.95691","2015-08-01 18:00:00","0","0","0","0","0","2015-08-01 18:00:00","0","0","0","0"
"763","2015-08-01 19:00:00","1","182.7495","510.7446","131.66447","44.78915","2015-08-01 19:00:00","0","0","0","0","0","2015-08-01 19:00:00","0","0","0","0"
"764","2015-08-01 20:00:00","1","144.1021","437.1774","133.02263","53.53517","2015-08-01 20:00:00","0","0","0","0","0","2015-08-01 20:00:00","0","0","0","0"
"765","2015-08-01 21:00:00","1","197.5678","405.3107","117.94761","58.46609","2015-08-01 21:00:00","0","0","0","0","0","2015-08-01 21:00:00","0","0","0","0"
"766","2015-08-01 22:00:00","1","160.6076","406.7481","130.53341","58.06687","2015-08-01 22:00:00","0","0","0","0","0","2015-08-01 22:00:00","0","0","0","0"
"767","2015-08-01 23:00:00","1","151.0844","394.6952","113.54142","40.1827","2015-08-01 23:00:00","0","0","0","0","0","2015-08-01 23:00:00","0","0","0","0"
"768","2015-08-02 00:00:00","1","175.6219","439.9116","142.64252","40.4435","2015-08-02 00:00:00","0","0","0","0","0","2015-08-02 00:00:00","0","0","0","0"
"769","2015-08-02 01:00:00","1","162.7379","340.7173","129.03986","50.72367","2015-08-02 01:00:00","0","0","0","0","0","2015-08-02 01:00:00","0","0","0","0"
"770","2015-08-02 02:00:00","1","163.9441","463.5118","114.05156","51.96011","2015-08-02 02:00:00","0","0","0","0","0","2015-08-02 02:00:00","0","0","0","0"
"771","2015-08-02 03:00:00","1","162.0316","426.0082","111.487","51.21354","2015-08-02 03:00:00","0","1","0","0","0","2015-08-02 03:00:00","0","0","0","0"
"772","2015-08-02 04:00:00","1","172.0056","445.1902","138.20885","56.31962","2015-08-02 04:00:00","0","0","0","0","0","2015-08-02 04:00:00","0","0","0","0"
"773","2015-08-02 05:00:00","1","178.8192","386.676","124.00995","51.02649","2015-08-02 05:00:00","0","0","1","0","0","2015-08-02 05:00:00","0","0","0","0"
"774","2015-08-02 06:00:00","1","155.4738","509.5443","114.01927","55.89517","2015-08-02 06:00:00","2","5","5","4","4","2015-08-02 06:00:00","4","5","2","3"
"775","2015-08-02 07:00:00","1","149.5846","461.9734","119.64523","57.11852","2015-08-02 07:00:00","0","0","0","0","0","2015-08-02 07:00:00","0","0","0","0"
"776","2015-08-02 08:00:00","1","194.845","422.9432","129.75254","47.06765","2015-08-02 08:00:00","1","0","0","1","1","2015-08-02 08:00:00","0","0","0","0"
"777","2015-08-02 09:00:00","1","149.268","404.4162","122.84316","52.19212","2015-08-02 09:00:00","0","0","0","0","0","2015-08-02 09:00:00","0","0","0","0"
"778","2015-08-02 10:00:00","1","198.5438","358.5776","119.12513","44.99762","2015-08-02 10:00:00","1","0","0","0","0","2015-08-02 10:00:00","0","0","0","0"
"779","2015-08-02 11:00:00","1","162.4818","432.5787","118.65576","60.25185","2015-08-02 11:00:00","0","1","0","0","0","2015-08-02 11:00:00","0","0","0","0"
"780","2015-08-02 12:00:00","1","173.6632","355.7051","125.86518","39.70737","2015-08-02 12:00:00","0","0","0","0","0","2015-08-02 12:00:00","0","0","0","0"
"781","2015-08-02 13:00:00","1","166.6632","478.9578","125.56107","45.46092","2015-08-02 13:00:00","0","0","0","0","0","2015-08-02 13:00:00","0","0","0","0"
"782","2015-08-02 14:00:00","1","176.8854","469.2144","125.01165","58.38542","2015-08-02 14:00:00","0","0","0","0","0","2015-08-02 14:00:00","0","0","0","0"
"783","2015-08-02 15:00:00","1","172.2194","436.2588","106.69869","48.6774","2015-08-02 15:00:00","0","0","0","0","0","2015-08-02 15:00:00","0","0","0","0"
"784","2015-08-02 16:00:00","1","153.5896","503.9416","138.09306","50.02427","2015-08-02 16:00:00","0","0","0","0","0","2015-08-02 16:00:00","0","0","0","0"
"785","2015-08-02 17:00:00","1","174.7241","371.6169","115.67994","48.29124","2015-08-02 17:00:00","0","0","0","0","0","2015-08-02 17:00:00","0","0","0","0"
"786","2015-08-02 18:00:00","1","164.6781","387.9263","137.82946","52.03295","2015-08-02 18:00:00","0","0","0","0","0","2015-08-02 18:00:00","0","0","0","0"
"787","2015-08-02 19:00:00","1","178.2749","484.9887","122.53988","44.98843","2015-08-02 19:00:00","0","0","0","0","0","2015-08-02 19:00:00","0","0","0","0"
"788","2015-08-02 20:00:00","1","161.659","472.4584","117.55647","43.70304","2015-08-02 20:00:00","0","0","0","0","0","2015-08-02 20:00:00","0","0","0","0"
"789","2015-08-02 21:00:00","1","171.0636","519.1992","130.70372","49.37067","2015-08-02 21:00:00","0","0","0","0","0","2015-08-02 21:00:00","0","0","0","0"
"790","2015-08-02 22:00:00","1","201.2303","404.5267","124.00513","55.13836","2015-08-02 22:00:00","0","0","0","0","0","2015-08-02 22:00:00","0","0","0","0"
"791","2015-08-02 23:00:00","1","164.1638","469.1178","126.96861","51.19422","2015-08-02 23:00:00","0","0","0","0","0","2015-08-02 23:00:00","0","0","0","0"
"792","2015-08-03 00:00:00","1","159.7912","429.1466","122.35459","47.26863","2015-08-03 00:00:00","0","0","0","0","0","2015-08-03 00:00:00","0","0","0","0"
"793","2015-08-03 01:00:00","1","172.8294","514.9303","108.03941","36.54304","2015-08-03 01:00:00","0","0","0","0","0","2015-08-03 01:00:00","0","0","0","0"
"794","2015-08-03 02:00:00","1","167.9218","451.5465","133.62442","52.1492","2015-08-03 02:00:00","0","0","1","0","0","2015-08-03 02:00:00","0","0","0","0"
"795","2015-08-03 03:00:00","1","156.2234","526.8547","112.33997","50.77461","2015-08-03 03:00:00","0","0","0","0","0","2015-08-03 03:00:00","0","0","0","0"
"796","2015-08-03 04:00:00","1","159.6274","440.9547","117.40625","44.71286","2015-08-03 04:00:00","0","0","0","0","1","2015-08-03 04:00:00","0","0","0","0"
"797","2015-08-03 05:00:00","1","192.4084","472.738","124.50644","56.74322","2015-08-03 05:00:00","0","0","0","0","0","2015-08-03 05:00:00","0","0","0","0"
"798","2015-08-03 06:00:00","1","188.9707","450.1622","97.16864","63.01743","2015-08-03 06:00:00","5","8","7","2","0","2015-08-03 06:00:00","2","5","4","4"
"799","2015-08-03 07:00:00","1","171.9235","427.2483","100.43777","42.06697","2015-08-03 07:00:00","0","0","0","0","0","2015-08-03 07:00:00","0","0","0","0"
"800","2015-08-03 08:00:00","1","160.4738","428.8368","101.29423","40.12994","2015-08-03 08:00:00","0","0","0","0","0","2015-08-03 08:00:00","0","0","0","0"
"801","2015-08-03 09:00:00","1","186.3354","495.7858","88.17597","53.59826","2015-08-03 09:00:00","0","0","0","0","0","2015-08-03 09:00:00","0","0","0","0"
"802","2015-08-03 10:00:00","1","171.8525","469.1703","99.48314","36.86427","2015-08-03 10:00:00","0","0","0","0","0","2015-08-03 10:00:00","0","0","0","0"
"803","2015-08-03 11:00:00","1","167.0253","521.8998","98.02875","32.6647","2015-08-03 11:00:00","0","0","0","0","0","2015-08-03 11:00:00","0","0","0","0"
"804","2015-08-03 12:00:00","1","182.4537","506.6122","86.28189","30.00118","2015-08-03 12:00:00","0","0","0","0","0","2015-08-03 12:00:00","0","0","0","0"
"805","2015-08-03 13:00:00","1","181.229","410.234","102.04227","42.56975","2015-08-03 13:00:00","0","0","0","0","0","2015-08-03 13:00:00","0","0","0","0"
"806","2015-08-03 14:00:00","1","171.335","445.7008","112.63298","38.11739","2015-08-03 14:00:00","0","0","0","0","0","2015-08-03 14:00:00","0","0","0","0"
"807","2015-08-03 15:00:00","1","180.8974","441.1372","82.58461","39.3796","2015-08-03 15:00:00","0","0","0","0","0","2015-08-03 15:00:00","0","0","0","0"
"808","2015-08-03 16:00:00","1","169.7938","442.6777","90.50258","44.72986","2015-08-03 16:00:00","0","0","0","0","1","2015-08-03 16:00:00","0","0","0","0"
"809","2015-08-03 17:00:00","1","162.9059","410.621","91.7803","43.29295","2015-08-03 17:00:00","0","1","0","0","0","2015-08-03 17:00:00","0","0","0","0"
"810","2015-08-03 18:00:00","1","194.8317","583.6517","114.89125","47.46857","2015-08-03 18:00:00","0","0","0","0","0","2015-08-03 18:00:00","0","0","0","0"
"811","2015-08-03 19:00:00","1","141.2741","518.9475","99.39529","28.20367","2015-08-03 19:00:00","0","0","0","0","0","2015-08-03 19:00:00","0","0","0","0"
"812","2015-08-03 20:00:00","1","170.5982","510.176","86.92979","40.32512","2015-08-03 20:00:00","0","0","0","0","0","2015-08-03 20:00:00","0","0","0","0"
"813","2015-08-03 21:00:00","1","161.7005","494.8623","98.29688","44.19741","2015-08-03 21:00:00","1","0","1","0","0","2015-08-03 21:00:00","0","0","0","0"
"814","2015-08-03 22:00:00","1","162.9176","436.7781","114.22784","44.94818","2015-08-03 22:00:00","0","0","0","0","0","2015-08-03 22:00:00","0","0","0","0"
"815","2015-08-03 23:00:00","1","170.339","537.1864","100.9866","34.63121","2015-08-03 23:00:00","0","0","0","0","0","2015-08-03 23:00:00","0","0","0","0"
"816","2015-08-04 00:00:00","1","155.3888","447.4286","97.55418","35.30426","2015-08-04 00:00:00","0","0","0","0","0","2015-08-04 00:00:00","0","0","0","0"
"817","2015-08-04 01:00:00","1","179.5812","556.8673","101.03644","43.21716","2015-08-04 01:00:00","0","0","0","0","1","2015-08-04 01:00:00","0","0","0","0"
"818","2015-08-04 02:00:00","1","156.922","432.0087","124.22924","34.76759","2015-08-04 02:00:00","0","0","0","0","0","2015-08-04 02:00:00","0","0","0","0"
"819","2015-08-04 03:00:00","1","189.372","513.824","86.35351","36.23471","2015-08-04 03:00:00","0","0","0","0","0","2015-08-04 03:00:00","0","0","0","0"
"820","2015-08-04 04:00:00","1","162.1448","511.8871","82.89241","39.47003","2015-08-04 04:00:00","0","0","0","0","0","2015-08-04 04:00:00","0","0","0","0"
"821","2015-08-04 05:00:00","1","187.6554","530.9689","108.61459","34.80753","2015-08-04 05:00:00","0","1","0","0","0","2015-08-04 05:00:00","0","0","0","0"
"822","2015-08-04 06:00:00","1","174.5881","404.3923","87.0307","42.51397","2015-08-04 06:00:00","5","2","2","6","2","2015-08-04 06:00:00","5","7","2","0"
"823","2015-08-04 07:00:00","1","129.5205","389.5007","108.59845","38.00988","2015-08-04 07:00:00","1","0","0","0","0","2015-08-04 07:00:00","0","0","0","0"
"824","2015-08-04 08:00:00","1","192.3259","446.2182","98.91191","35.99852","2015-08-04 08:00:00","0","0","0","0","0","2015-08-04 08:00:00","0","0","0","0"
"825","2015-08-04 09:00:00","1","193.5522","443.1049","85.82202","44.84773","2015-08-04 09:00:00","1","0","0","0","0","2015-08-04 09:00:00","0","0","0","0"
"826","2015-08-04 10:00:00","1","163.7159","494.2934","106.0926","43.81562","2015-08-04 10:00:00","0","0","0","0","0","2015-08-04 10:00:00","0","0","0","0"
"827","2015-08-04 11:00:00","1","188.0291","424.1514","109.48442","41.0433","2015-08-04 11:00:00","0","0","0","0","1","2015-08-04 11:00:00","0","0","0","0"
"828","2015-08-04 12:00:00","1","180.0025","579.1663","90.76701","45.10533","2015-08-04 12:00:00","0","0","0","0","0","2015-08-04 12:00:00","0","0","0","0"
"829","2015-08-04 13:00:00","1","182.9939","428.3511","94.82786","30.73898","2015-08-04 13:00:00","0","0","0","0","0","2015-08-04 13:00:00","0","0","0","0"
"830","2015-08-04 14:00:00","1","145.9203","412.7464","102.35554","39.22659","2015-08-04 14:00:00","0","0","0","0","0","2015-08-04 14:00:00","0","0","0","0"
"831","2015-08-04 15:00:00","1","148.2366","371.8274","103.6715","41.77543","2015-08-04 15:00:00","0","0","0","0","0","2015-08-04 15:00:00","0","0","0","0"
"832","2015-08-04 16:00:00","1","149.5702","432.7487","87.46069","40.5927","2015-08-04 16:00:00","0","1","0","0","0","2015-08-04 16:00:00","0","0","0","0"
"833","2015-08-04 17:00:00","1","184.7147","438.7481","104.01172","32.33978","2015-08-04 17:00:00","0","0","0","0","0","2015-08-04 17:00:00","0","0","0","0"
"834","2015-08-04 18:00:00","1","176.7658","442.9341","96.11062","35.96571","2015-08-04 18:00:00","0","0","0","0","0","2015-08-04 18:00:00","0","0","0","0"
"835","2015-08-04 19:00:00","1","196.5956","528.0574","115.27694","36.82268","2015-08-04 19:00:00","0","0","0","0","0","2015-08-04 19:00:00","0","0","0","0"
"836","2015-08-04 20:00:00","1","152.0764","476.5383","90.8558","48.92356","2015-08-04 20:00:00","0","0","0","0","0","2015-08-04 20:00:00","0","0","0","0"
"837","2015-08-04 21:00:00","1","154.5415","328.9109","88.53694","43.59242","2015-08-04 21:00:00","0","0","0","0","0","2015-08-04 21:00:00","0","0","0","0"
"838","2015-08-04 22:00:00","1","179.4367","464.6803","88.54906","36.10854","2015-08-04 22:00:00","0","1","0","0","0","2015-08-04 22:00:00","0","0","0","0"
"839","2015-08-04 23:00:00","1","152.4301","406.668","103.76036","40.19574","2015-08-04 23:00:00","0","1","0","0","0","2015-08-04 23:00:00","0","0","0","0"
"840","2015-08-05 00:00:00","1","167.1729","440.6121","115.62486","38.64651","2015-08-05 00:00:00","0","0","1","0","0","2015-08-05 00:00:00","0","0","0","0"
"841","2015-08-05 01:00:00","1","167.4202","485.0889","100.09802","40.63425","2015-08-05 01:00:00","0","0","0","0","0","2015-08-05 01:00:00","0","0","0","0"
"842","2015-08-05 02:00:00","1","183.2148","395.8408","115.29765","50.93748","2015-08-05 02:00:00","0","0","0","0","0","2015-08-05 02:00:00","0","0","0","0"
"843","2015-08-05 03:00:00","1","157.5541","487.1438","101.25587","40.73455","2015-08-05 03:00:00","0","0","0","0","0","2015-08-05 03:00:00","0","0","0","0"
"844","2015-08-05 04:00:00","1","173.2876","380.9899","91.8162","34.74208","2015-08-05 04:00:00","0","0","0","0","0","2015-08-05 04:00:00","0","0","0","0"
"845","2015-08-05 05:00:00","1","182.1167","377.6816","102.80046","41.15309","2015-08-05 05:00:00","0","0","0","0","0","2015-08-05 05:00:00","0","0","0","0"
"846","2015-08-05 06:00:00","1","175.202","470.1777","107.55741","46.97916","2015-08-05 06:00:00","6","3","3","0","4","2015-08-05 06:00:00","4","2","6","2"
"847","2015-08-05 07:00:00","1","192.0316","502.7542","107.3447","38.17805","2015-08-05 07:00:00","0","0","0","0","0","2015-08-05 07:00:00","0","0","0","0"
"848","2015-08-05 08:00:00","1","170.3131","490.4829","89.45157","33.0128","2015-08-05 08:00:00","0","0","0","0","0","2015-08-05 08:00:00","0","0","0","0"
"849","2015-08-05 09:00:00","1","165.7067","463.1557","113.97906","42.75485","2015-08-05 09:00:00","0","0","0","0","0","2015-08-05 09:00:00","0","0","0","0"
"850","2015-08-05 10:00:00","1","172.8917","422.7307","105.33991","34.50335","2015-08-05 10:00:00","0","0","0","0","0","2015-08-05 10:00:00","0","0","0","0"
"851","2015-08-05 11:00:00","1","155.4532","431.6857","111.35474","36.18709","2015-08-05 11:00:00","0","0","0","0","0","2015-08-05 11:00:00","0","0","0","0"
"852","2015-08-05 12:00:00","1","176.7326","411.3491","79.15392","39.00712","2015-08-05 12:00:00","0","1","1","0","0","2015-08-05 12:00:00","0","0","0","0"
"853","2015-08-05 13:00:00","1","194.4447","456.4122","114.36427","35.85267","2015-08-05 13:00:00","0","0","0","0","0","2015-08-05 13:00:00","0","0","0","0"
"854","2015-08-05 14:00:00","1","193.2726","555.0375","110.89854","43.51449","2015-08-05 14:00:00","0","0","0","0","0","2015-08-05 14:00:00","0","0","0","0"
"855","2015-08-05 15:00:00","1","153.5975","456.9098","109.54496","50.37369","2015-08-05 15:00:00","1","0","0","0","0","2015-08-05 15:00:00","0","0","0","0"
"856","2015-08-05 16:00:00","1","157.7583","480.2708","109.95768","37.74666","2015-08-05 16:00:00","0","0","0","0","0","2015-08-05 16:00:00","0","0","0","0"
"857","2015-08-05 17:00:00","1","164.5001","476.0874","84.84413","32.94937","2015-08-05 17:00:00","0","0","0","0","0","2015-08-05 17:00:00","0","0","0","0"
"858","2015-08-05 18:00:00","1","171.8899","505.0005","100.16333","50.27841","2015-08-05 18:00:00","0","0","0","0","0","2015-08-05 18:00:00","0","0","0","0"
"859","2015-08-05 19:00:00","1","174.4363","397.7754","106.69615","44.38681","2015-08-05 19:00:00","0","0","0","0","0","2015-08-05 19:00:00","0","0","0","0"
"860","2015-08-05 20:00:00","1","143.4748","433.5569","101.0335","38.2053","2015-08-05 20:00:00","0","0","0","0","0","2015-08-05 20:00:00","0","0","0","0"
"861","2015-08-05 21:00:00","1","165.2969","483.3711","81.47822","31.32937","2015-08-05 21:00:00","1","0","0","0","0","2015-08-05 21:00:00","0","0","0","0"
"862","2015-08-05 22:00:00","1","181.9658","552.259","119.99189","43.12838","2015-08-05 22:00:00","0","0","0","0","0","2015-08-05 22:00:00","0","0","0","0"
"863","2015-08-05 23:00:00","1","184.8597","488.7416","92.11473","45.78603","2015-08-05 23:00:00","0","0","0","0","0","2015-08-05 23:00:00","0","0","0","0"
"864","2015-08-06 00:00:00","1","194.5685","483.9064","104.67932","42.61076","2015-08-06 00:00:00","0","0","0","1","0","2015-08-06 00:00:00","0","0","0","0"
"865","2015-08-06 01:00:00","1","176.7403","435.8037","84.84472","42.45564","2015-08-06 01:00:00","0","0","0","0","0","2015-08-06 01:00:00","0","0","0","0"
"866","2015-08-06 02:00:00","1","158.2129","412.5002","94.58579","37.40295","2015-08-06 02:00:00","0","1","0","0","0","2015-08-06 02:00:00","0","0","0","0"
"867","2015-08-06 03:00:00","1","171.5352","515.6786","75.07104","51.93176","2015-08-06 03:00:00","0","0","0","0","0","2015-08-06 03:00:00","0","0","0","0"
"868","2015-08-06 04:00:00","1","173.0798","455.2219","90.35771","48.86117","2015-08-06 04:00:00","0","0","0","0","0","2015-08-06 04:00:00","0","0","0","0"
"869","2015-08-06 05:00:00","1","178.2024","395.0484","91.93103","38.2592","2015-08-06 05:00:00","0","0","0","0","0","2015-08-06 05:00:00","0","0","0","0"
"870","2015-08-06 06:00:00","1","183.9625","507.3818","116.63083","36.58801","2015-08-06 06:00:00","7","9","8","1","5","2015-08-06 06:00:00","6","3","0","4"
"871","2015-08-06 07:00:00","1","179.4064","425.6788","101.57037","44.66412","2015-08-06 07:00:00","0","0","0","0","0","2015-08-06 07:00:00","0","0","0","0"
"872","2015-08-06 08:00:00","1","142.58","463.6411","99.29362","33.12433","2015-08-06 08:00:00","1","1","0","0","0","2015-08-06 08:00:00","0","0","0","0"
"873","2015-08-06 09:00:00","1","185.4476","454.2456","110.54409","37.30949","2015-08-06 09:00:00","0","0","0","0","0","2015-08-06 09:00:00","0","0","0","0"
"874","2015-08-06 10:00:00","1","188.5041","398.1314","95.70661","39.40893","2015-08-06 10:00:00","0","0","0","0","0","2015-08-06 10:00:00","0","0","0","0"
"875","2015-08-06 11:00:00","1","187.9775","541.0244","78.20621","38.91508","2015-08-06 11:00:00","0","0","0","0","0","2015-08-06 11:00:00","0","0","0","0"
"876","2015-08-06 12:00:00","1","153.8261","513.7583","103.59125","30.46693","2015-08-06 12:00:00","0","0","0","0","0","2015-08-06 12:00:00","0","0","0","0"
"877","2015-08-06 13:00:00","1","161.9091","451.6317","108.24493","39.05543","2015-08-06 13:00:00","1","1","0","0","0","2015-08-06 13:00:00","0","0","0","0"
"878","2015-08-06 14:00:00","1","170.557","448.7117","83.45268","33.5247","2015-08-06 14:00:00","0","0","0","0","0","2015-08-06 14:00:00","0","0","0","0"
"879","2015-08-06 15:00:00","1","152.8544","480.1319","110.61026","37.45778","2015-08-06 15:00:00","0","0","0","0","0","2015-08-06 15:00:00","0","0","0","0"
"880","2015-08-06 16:00:00","1","148.3641","427.8653","91.35396","32.8465","2015-08-06 16:00:00","0","0","0","0","0","2015-08-06 16:00:00","0","0","0","0"
"881","2015-08-06 17:00:00","1","193.4582","389.8468","84.38603","35.75419","2015-08-06 17:00:00","0","0","0","0","0","2015-08-06 17:00:00","0","0","0","0"
"882","2015-08-06 18:00:00","1","160.8138","488.9814","79.25442","43.52415","2015-08-06 18:00:00","0","0","0","0","0","2015-08-06 18:00:00","0","0","0","0"
"883","2015-08-06 19:00:00","1","178.5478","524.8648","110.04209","45.81548","2015-08-06 19:00:00","0","1","0","1","0","2015-08-06 19:00:00","0","0","0","0"
"884","2015-08-06 20:00:00","1","180.0438","482.9048","104.48408","36.37801","2015-08-06 20:00:00","0","0","0","0","0","2015-08-06 20:00:00","0","0","0","0"
"885","2015-08-06 21:00:00","1","167.1138","413.604","113.2552","31.50476","2015-08-06 21:00:00","0","0","0","0","0","2015-08-06 21:00:00","0","0","0","0"
"886","2015-08-06 22:00:00","1","169.6098","470.5889","92.65442","47.56177","2015-08-06 22:00:00","0","0","0","0","0","2015-08-06 22:00:00","0","0","0","0"
"887","2015-08-06 23:00:00","1","134.3063","391.0606","100.79822","43.56337","2015-08-06 23:00:00","0","0","0","0","0","2015-08-06 23:00:00","0","0","0","0"
"888","2015-08-07 00:00:00","1","174.6774","475.6376","101.07724","37.65319","2015-08-07 00:00:00","0","0","0","0","0","2015-08-07 00:00:00","0","0","0","0"
"889","2015-08-07 01:00:00","1","188.7796","449.2906","127.56338","45.09827","2015-08-07 01:00:00","0","0","1","0","1","2015-08-07 01:00:00","0","0","0","0"
"890","2015-08-07 02:00:00","1","167.1954","424.7316","94.52256","42.89568","2015-08-07 02:00:00","0","0","0","1","0","2015-08-07 02:00:00","0","0","0","0"
"891","2015-08-07 03:00:00","1","173.5108","439.2888","104.72789","39.95956","2015-08-07 03:00:00","0","0","0","0","0","2015-08-07 03:00:00","0","0","0","0"
"892","2015-08-07 04:00:00","1","156.0655","394.7735","106.80473","36.40522","2015-08-07 04:00:00","0","0","0","0","0","2015-08-07 04:00:00","0","0","0","0"
"893","2015-08-07 05:00:00","1","186.4593","441.6958","83.3629","44.84068","2015-08-07 05:00:00","0","0","0","0","0","2015-08-07 05:00:00","0","0","0","0"
"894","2015-08-07 06:00:00","1","179.3483","517.7055","106.16238","47.98188","2015-08-07 06:00:00","5","3","3","2","1","2015-08-07 06:00:00","7","8","1","5"
